item_index,name_string_id,description_string_id,name,description
527,30527,40527,Klasse Avenir High Boots (Female),"Klasse Limited's immensely popular boots which reflect the top notch designs from Klasse's chief designer, Klasse von Velt. Features high heels and leather straps."
528,30528,40528,Klasse Streamline Ankle Boots (Female),"Klasse Limited's bestselling ankle boots designed by Klasse von Velt which fit closely to the silhouette, resulting in a very flattering look."
529,30529,40529,GIS Shoes (Male),The shoes made popular by the agents of the Galactic Intelligence Service.
530,30530,40530,GIS Shoes (Female),The shoes made popular by the agents of the Galactic Intelligence Service.
531,30531,40531,Aquatican Brew,Aquatican Brew - Cold beer at its best.
532,30532,40532,Nano Bite Burger,Nano Bite Burger - Made with real vat grown meat.
533,30533,40533,Pulse Mineral Water,Pulse Mineral Water - A quality drink from CMG.
534,30534,40534,Mystical Cola,Mystical Cola - Refined from the freshed mineral waters on Aquatica.
535,30535,40535,Ginnan Sushi,Ginnan Sushi - Made from the finest marine species on Arcturus.
536,30536,40536,Flying Orange,Flying Orange - Coffee in a bag with orange flavour.
537,30537,40537,DoubleCheese Mystique,DoubleCheese Mystique - The new age pizza.
538,30538,40538,Orange Easter Egg,"Hey bunny, what's this? You dropped that. You can't drop that here. /signed LED"
539,30539,40539,Red Easter Egg,An egg that makes every bunny proud. Nice'n'red and also useful to throw at fellow Dominion authorities.
540,30540,40540,Fake Easter Egg,"This egg, although not a real one, gives you quite an edge in combat. Use it and feel your inner demons growing."
541,30541,40541,Yellow Easter Egg,"Egg coming from gene manipulated, 3 feet tall, Tokyo Chicken. One egg and you'll have enough cholesterol for a month."
542,30542,40542,Colonial Easter Egg,An egg rich of colonial organic material. Gives you a strong immediate health and stamina boost. Makes you wonder what's it really made of.
543,30543,40543,Blue Lock Box,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a piece of marketplace clothing or a hat, with the potential of even giving a Crown."
544,30544,40544,Green Lock Box,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a mechanical augmentation with a 5-15%% buff to their effectiveness, with the potential of even giving a Personal Turret."
545,30545,40545,Red Lock Box,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a weapon with a 5-15%% damage buff, with the potential of even giving a Golden Zanathid."
546,30546,40546,Gray Lock Sphere,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a medical item with a 10-20%% buff to their effectiveness."
547,30547,40547,Teal Lock Box,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a rare production mod."
548,30548,40548,Yellow Lock Box,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you an armor item with a 5-20%% protection buff, with the potenial of even giving Exile Armor."
549,30549,40549,Lottery Ticket,
550,30550,40550,SquiglyPig Milk,
551,30551,40551,General Cao's Chicken,
552,30552,40552,Vivo Burrito,
553,30553,40553,Blue Keycard,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Blue Lock Box."
554,30554,40554,Green Keycard,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Green Lock Box."
555,30555,40555,Red Keycard,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Red Lock Box."
556,30556,40556,Gray Keycard,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Gray Lock Box."
557,30557,40557,Teal Keycard,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Teal Lock Box."
558,30558,40558,Yellow Keycard,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Yellow Lock Box."
559,30559,40559,,
560,30560,40560,,
561,30561,40561,,
562,30562,40562,,
563,30563,40563,,
564,30564,40564,,
565,30565,40565,,
566,30566,40566,,
567,30567,40567,,
568,30568,40568,,
569,30569,40569,,
570,30570,40570,,
571,30571,40571,,
572,30572,40572,,
573,30573,40573,,
574,30574,40574,,
575,30575,40575,,
576,30576,40576,,
577,30577,40577,,
578,30578,40578,,
579,30579,40579,,
580,30580,40580,,
581,30581,40581,Tetrahydrocannabinol,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
582,30582,40582,Amyl Nitrite,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
583,30583,40583,Butyl Nitrite,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
584,30584,40584,Dexedrine,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
585,30585,40585,Biphetamin,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
586,30586,40586,Neurotonin,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
587,30587,40587,Polycodeine,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
588,30588,40588,Methedrine,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
589,30589,40589,Polydichloric Euthemal,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
590,30590,40590,Oxazoline,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
591,30591,40591,Opiatech,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
592,30592,40592,Phencyclidine,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
593,30593,40593,MDMA,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
594,30594,40594,Neoamphetamine,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
595,30595,40595,Benzedrine,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
596,30596,40596,Desoxyn,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
597,30597,40597,Ritalin,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
598,30598,40598,X-Dopamine,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
599,30599,40599,Cocaboline,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
600,30600,40600,Anabolica,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
601,30601,40601,,
602,30602,40602,,
603,30603,40603,,
604,30604,40604,,
605,30605,40605,,
606,30606,40606,,
607,30607,40607,,
608,30608,40608,,
609,30609,40609,,
610,30610,40610,,
611,30611,40611,Workout T-Shirt (Male),"A light top, often used during basic exercise training."
612,30612,40612,Exercise T-Shirt (Male),Used by soldiers when working out to increase stamina.
613,30613,40613,Day T-Shirt (Male),Worn by members to show their allegiance when not active in their goals.
614,30614,40614,Shadows T-Shirt (Male),A dark top used to help those not adept at hiding blend into the shadows.
615,30615,40615,Blood T-Shirt (Male),Worn by members of the brotherhood when they wish people to know them from normal civillians.
616,30616,40616,Initiation T-Shirt (Male),A top used by those members on their first job.
617,30617,40617,Hiring T-Shirt (Male),Often used by those members looking for employment.
618,30618,40618,Gold Brand T-Shirt (Male),"A casual top in gold colours, often worn by employees when off from work."
619,30619,40619,Gray Brand T-Shirt (Male),"A casual top in Eurocore colours, often worn by employees when not working."
620,30620,40620,Neon Brand T-Shirt (Male),"A casual top in Vortex Inc. colours, often worn by employees when not working."
621,30621,40621,All-weather T-Shirt (Male),"Waterproof and yet light enough to allow breathing space, this top can be used on any colony."
622,30622,40622,Squad T-Shirt (Male),Stylish t-shirt often worn by off-duty soldiers.
623,30623,40623,Nature T-Shirt (Male),A stylish top using natural colours.
624,30624,40624,Style T-Shirt (Male),Worn as a symbol showing membership to a cell.
625,30625,40625,Gateway T-Shirt (Male),"In the colors of the corporations, this top is often used for casual occasions."
626,30626,40626,Contract T-Shirt (Male),Worn by members to promote their corporation and contract opportunities.
627,30627,40627,Celebration T-Shirt (Male),A top designed to celebrate the achievements of mankind.
628,30628,40628,Civilian NeoPunk Shirt (Male),Show how anti establishment you are by wearing XXY corporation's latest shirt
629,30629,40629,Civilian Space Golf Attire (Male),This shirt isn't affiliated with the Space Golf League.
630,30630,40630,Civilian Office casual (Male),Working 9 till 5? Your probably wearing this then.
631,30631,40631,Trainee Jacket (Male),Basic Uniform for those new to their respective force.
632,30632,40632,Patrolman's Jacket (Male),Performance jacket with highly reflective strips and modern design.
633,30633,40633,Street Judge Jacket (Male),The jacket is treated with a special carbonite mesh making them ideal for searching colonies or apprehending a suspect.
634,30634,40634,Dominion Fatigue (Male),The jacket is suited to all weather and terrain. It has become a long-time favourite among the Dominion troops.
635,30635,40635,Viper Assault Jacket (Male),"This design has been used in the field for over 40 years, noticeable due to its distinctive pattern."
636,30636,40636,Ryubusa Jacket (Male),"The original design is credited to the Asian Collation however, the Dominion has recently updated and refined the uniform to suit 25th century combat."
637,30637,40637,Turtle-dove Jacket (Male),"For the one who needs to look at his best, the sleek design will give you a look of sophistication."
638,30638,40638,Emerald Dove Jacket (Male),Nothing says universal protest better than wearing this jacket.
639,30639,40639,Penance Jacket (Male),Who says one should only wear full body robes? This jacket will make you stand out from the crowd.
640,30640,40640,Leaders 47 Special (Male),Nothing says 'Professional Killer' better than this jacket.
641,30641,40641,Commando Jacket (Male),Nothing says 'Ruthless Professional' better than this jacket.
642,30642,40642,Sand Burn Jacket (Male),A rugged jacket for a rugged hard working employee.
643,30643,40643,Canary Jacket (Male),Who says you can’t be a worker and not look stylish?
644,30644,40644,Prospectors Rock (Male),"From the mines of DMC, one Jacket to rule them all."
645,30645,40645,ALM Jacket (Male),Boardrooms will never look so good with you wearing this in them.
646,30646,40646,Zivce6 Jacket (Male),Study has shown the wearers of this jacket have 350% more profit margins than the rest.
647,30647,40647,Infinity Jacket (Male),"Black like space, a favourite design of company employees."
648,30648,40648, Amplitude Jacket (Male),This design is inspired by the blackness of space that Vortex Inc. strives to dominate.
649,30649,40649,Blue Patrol Jacket (Male),Various agencies issue these jackets to their patrol officers.
650,30650,40650,Green Patrol Jacket (Male),Various agencies issue these jackets to their patrol officers.
651,30651,40651,Protester Jacket (Male),"Designed with the Protester in mind, this jacket is available for your basic protesting needs."
652,30652,40652,Shadow Wrap (Male),The Shadow Wrap was designed with the shadowy figure in mind.
653,30653,40653,Stylized Jacket (Male),Everyone needs a little style.
654,30654,40654,Gray Defense Jacket (Male),Companies issue these jackets to their brave defense forces.
655,30655,40655,Neon Defense Jacket (Male),Companies issue these jackets to their brave defense forces.
656,30656,40656,Civilian Adama Jacket (Male),Military looking jacket in a ocean blue.
657,30657,40657,Civilian Menasco Sports Jacket (Male),The peak of human condition meets the peak of sportswear design
658,30658,40658,Civilian Midnight Black Jacket (Male),A very stylish black jacket.
659,30659,40659,Civilian Gentleman's Jacket (Male),Every gentleman of leisure cannot be seen without this.
660,30660,40660,,
661,30661,40661,,
662,30662,40662,,
663,30663,40663,,
664,30664,40664,,
665,30665,40665,,
666,30666,40666,,
667,30667,40667,,
668,30668,40668,,
669,30669,40669,,
670,30670,40670,,
671,30671,40671,Patrolman Trenchcoat (Male),The Patrolman Trenchcoat was designed to provide the wearer with comfort and utility.
672,30672,40672,Soldier Trenchcoat (Male),This Trenchcoat was the favorite of the common fighter before becoming standard issue.
673,30673,40673,Anarchy Trenchcoat (Male),The Anarchy Trenchcoat has been a favorite of anarchists and troublemakers.
674,30674,40674,Riot Trenchcoat (Male),This trenchcoat style has been a favorite during riots and uprisings.
675,30675,40675,Assassin Trenchcoat (Male),This trenchcoat has often been the final sight of an unfortunate target in their final moments.
676,30676,40676,Miner Trenchcoat (Male),This trenchcoat has gained popularity among miners in recent years. 
677,30677,40677,Production Trenchcoat (Male),Company’s production specialists often choose this trenchcoat for its utility.
678,30678,40678,Explorers Trenchcoat (Male),Company’s explorers sometimes use this trenchcoat while on the hunt for new worlds.
679,30679,40679,Technician Trenchcoat (Male),This trenchcoat has been a favorite among technicians for years.
680,30680,40680,Protector Trenchcoat (Male),This trenchcoat was created in honor of all officers who have given the ultimate sacrifice in defense of mankind.
681,30681,40681,Assault Trenchcoat (Male),The FDC have long been known as the Hammer of the Dominion and this trenchcoat reflects their many victories.
682,30682,40682,Mankind Trenchcoat (Male),This coat reflects the mission of peace.
683,30683,40683,Trenchcoat of the Shadows (Male),"The wanderers hide in the shadows, and this coat ensures that they are not seen."
684,30684,40684,Utility Trenchcoat (Male),This trenchcoat has pockets for all of a person’s necessary supplies.
685,30685,40685,Colonization Trenchcoat (Male),The preferred coat of many of the early colonizers.
686,30686,40686,Neon Technician Trenchcoat (Male),This is the preferred coat for those who work in the cold and rainy environments.
687,30687,40687,Civilian Enfield Overcoat (Male),"In a throwback to the classic look trenchcoats of the 20th century, Enfield appeals to all."
688,30688,40688,,
689,30689,40689,,
690,30690,40690,,
691,30691,40691,Defender Robe (Male),This robe is sure to remind everyone of the power of the Phoenix.
692,30692,40692,Elder Robe (Male),"The life of a Guardian is not easy, and this robe is sure to remind everyone of the Guardians efforts."
693,30693,40693,Luxury Robe (Male),"In the busy life of a person, there is no room for much relaxation, however this robe is sure to be a luxury that brings relaxation to any one that wears it."
694,30694,40694,Robe of Shadows (Male),"Be afraid of anyone who wears this, one does not know what could be hidden beneath."
695,30695,40695,Deep Mines Duster (Male),Used for protection when going deep into mines.
696,30696,40696,Gray Robe (Male),Used by many to wrap themselves in those cold environments.
697,30697,40697,,
698,30698,40698,,
699,30699,40699,,
700,30700,40700,,
701,30701,40701,Patrol Trousers (Male),A necessity for anyone who patrols the streets.
702,30702,40702,Liberation Trousers (Male),A necessity for any one who liberates colonies.
703,30703,40703,Diplomatic Trousers (Male),Elegant trousers that compliment any diplomats suit.
704,30704,40704,Riot Pants (Male),Used by anyone that enjoys causing riots in the streets.
705,30705,40705,Chaotic Pants (Male),Anyone wearing these is bound to bring chaos to everyone.
706,30706,40706,Hitman Trousers (Male),Trousers used by many hitmen.
707,30707,40707,Battle Trousers (Male),Everyone needs to be prepared for battle.
708,30708,40708,Mining Trousers (Male),These trousers are used by many miners.
709,30709,40709,Producer Pants (Male),"A favorite among producers, these pants are known for their silky smooth feel."
710,30710,40710,Technician Trousers (Male),A common pair of trousers used by technicians.
711,30711,40711,Standard Patrol Trousers (Male),Who doesn’t love a man in uniform?
712,30712,40712,Casual Trousers (Male),Expertly designed to increase airflow to the legs.
713,30713,40713,Protector Jeans (Male),Made in white to promote their peaceful nature.
714,30714,40714,Red Spandex Pants (Male),Not exactly subtle in looks.
715,30715,40715,Assault Pants (Male),Sometimes the quiet method just doesn’t work.
716,30716,40716,Executive Trousers (Male),Once favoured by secretaries.
717,30717,40717,Workers’ Pants (Male),Comfortable and cost effective.
718,30718,40718,Analytical Trousers (Male),Trousers which happen to be a favourite with analysts.
719,30719,40719,Civilian PermaLast T5-Enhanced Trousers (Male),These pants have been molecularly modified to last for decades.
720,30720,40720,Civilian Thick Anti Freeze Trousers (Male),Specifically crafted to reduce the risk of freezing in cold climates.
721,30721,40721,Casual Trousers (Male),Liked by those who are on duty as well as off.
722,30722,40722,Rugged Trousers (Male),These trousers have seen many convictions.
723,30723,40723,Anti-Riot Pants (Male),Extremely durable pants for the most difficult situations.
724,30724,40724,Tactical Trousers (Male),Used by forces in both defensive and offensive operations.
725,30725,40725,Assault Trousers (Male),Tactical trousers issued to assault forces.
726,30726,40726,Raid Trousers (Male),Exceptionally durable trousers perfect for siege missions.
727,30727,40727,Sentinel Pants (Male),Pants available to all upon recruitment to peace groups.
728,30728,40728,Light Defender Trousers (Male),For those that believe peace is worth dying for.
729,30729,40729,Anarchy Trousers (Male),Sometimes causing a little trouble can be a good thing.
730,30730,40730,Executioner Trousers (Male),Some people like to go out in style.
731,30731,40731,Predator Trousers (Male),Popular trousers for the hired guns of the universe.
732,30732,40732,Hiking Trousers (Male),Exploring new planets has never looked so good.
733,30733,40733,Miners’ Pants (Male),Popular amongst the miners of colonies.
734,30734,40734,Aurelian Combat Trousers (Male),Carrying the colours of gold and crafted with optimum comfort and durability in mind.
735,30735,40735,Gray Executive Trousers (Male),An integral part of every employee's wardrobe due to the sartorial sensibilities exuded by it.
736,30736,40736,Management Trousers (Male),No employee should have to have a power lunch without this empowering pair of trousers.
737,30737,40737,Maintenance Trousers (Male),Custom trousers for technicians; its colors make its wearers stand out due to the garish neon seams.
738,30738,40738,Innovator Trousers (Male),Research personnel donning this swear that the tight cutting facilitates greater creativity necessary for state-of-the-art innovation.
739,30739,40739,Service Trousers (Male),The ubiquitous trousers used by many agency workers. Lovingly referred to at times as pajamas.
740,30740,40740,Reconnaissance Trousers (Male),"Originally designed as part of a unique set of clothing for soldiers in the reconnaissance vocation, but cancelled due to budget cuts."
741,30741,40741,Arbre Trousers (Male),"Designed on Aquatica for production with 100% eco-friendly components, and guaranteed not have child labor utilized at any point of its production."
742,30742,40742,Havoc Trousers (Male),A favorite of hell-raisers. Comes with hidden pockets for easy concealment.
743,30743,40743,Legionnaire Trousers (Male),Sturdy and rugged for extended use in combat. Pockets are waterproof to ensure your money stays dry.
744,30744,40744,Mijnwerker Trousers(Male),"A favorite of miners, featuring a special coating that prevents dust and other particles from sticking to it, making it impossible to get dirty."
745,30745,40745,Secretarial Trousers (Male),Highly favored recently by secretarial staff for its subtle colors that allow one to blend into the crowds and avoid being picked on.
746,30746,40746,Neon Research Trousers (Male),"Favored by scientists for its simple, understated design that ensures minimal distraction from their sensitive work."
747,30747,40747,Civilian Sierra 17 Trousers (Male),These civilian trousers are the standard among many colonies.
748,30748,40748,Civilian Keplers Luxurious Trousers (Male),These trousers are the hight of fashion on Keplars Dome.
749,30749,40749,,
750,30750,40750,,
751,30751,40751,,
752,30752,40752,,
753,30753,40753,,
754,30754,40754,,
755,30755,40755,,
756,30756,40756,,
757,30757,40757,,
758,30758,40758,,
759,30759,40759,,
760,30760,40760,,
761,30761,40761,Blue Tactical Trousers (Male),"Part of a widely popular uniform set, its dark color prevents easy recognition of those in tactical situations."
762,30762,40762,Staff Trousers (Male),"Although used primarily by soldiers assigned to staff positions in headquarters, its design makes it just as suitable for use in combat."
763,30763,40763,Mojo Trousers (Male),Generally accepted as the trousers to be spotted within organizations when having a good time.
764,30764,40764,Pharmaceutical Trousers (Male),Resists minute particles of pharmaceutical products from being caught on it; often worn when producing the most legal of medications.
765,30765,40765,Soldner Trousers (Male),"Considered lucky by many who swear by its ability to attract clients, and avoid harm."
766,30766,40766,Bergmann Trousers (Male),"Light, yet rugged. Ideal for mining in the deepest mines with little to no hindrance to movement without fear of it being damaged by the harsh environment."
767,30767,40767,Nucleo Trousers (Male),"So light, you'll feel like you're wearing nothing at all. Manufacturer is not responsible for anyone's state of undress due to this unique feature."
768,30768,40768,Marketer’s Trousers (Male),Quite popular with the members of companies.
769,30769,40769,Molecular Trousers (Male),Strengthened on a molecular scale and perfect for hands on workers.
770,30770,40770,,
771,30771,40771,,
772,30772,40772,,
773,30773,40773,,
774,30774,40774,,
775,30775,40775,,
776,30776,40776,,
777,30777,40777,,
778,30778,40778,,
779,30779,40779,,
780,30780,40780,,
781,30781,40781,Liberty Trousers (Male),"A time for war, and a time for peace."
782,30782,40782,Harmony Trousers (Male),Made from 100% galactic fair-trade materials.
783,30783,40783,Casual Trousers (Male),Usually worn on casual occasions.
784,30784,40784,Civilian Deviates Trousers (Male),These trousers follow the style that rebels and deviates like to wear.
785,30785,40785,Civilian L.L. Cargo Pants (Male),Living Legends branded cargo pants.
786,30786,40786,Civilian Ultra Secure Trousers (Male),You will never loose change from your pockets while running with these trousers.
787,30787,40787,,
788,30788,40788,,
789,30789,40789,,
790,30790,40790,,
791,30791,40791,Blue Tank Top (Female),Comfortable and designed for complete manoeuvrability.
792,30792,40792,Advocate T-Shirt (Female),A fashionable t-shirt crafted in the colors of blue.
793,30793,40793,Armed Forces T-Shirt (Female),Common Olive Drab Shirt.
794,30794,40794,Militant T-Shirt (Female),Used by many Female Recruits to armies.
795,30795,40795,Purity T-Shirt (Female),For those that like to protest in style.
796,30796,40796,Frenzied T-Shirt (Female),Stylish t-shirt promoting the dark colors.
797,30797,40797,Sinister T-Shirt (Female),What better colour to hide in the shadows?
798,30798,40798,Death Dealer T-Shirt (Female),Resistant to all those nasty stains; from Ketchup to Blood!
799,30799,40799,Eradicator T-Shirt (Female),For those that are questionable to also have taste.
800,30800,40800,Excavator T-Shirt (Female),Liked by female miners.
801,30801,40801,Casual Leather Jacket (Female),A very stylish leather jacket with a grey t-shirt.
802,30802,40802,Casual T-Shirt (Female),Liked to be worn on any occasion by some researchers.
803,30803,40803,Patrolwoman T-Shirt (Female),Usually worn by those on patrol.
804,30804,40804,Freedom Fatigue Top (Female),Casual fatigue type top for the enlisted.
805,30805,40805,Harmony Top (Female),Casual fatigue type top.
806,30806,40806,Power Top (Female),Casual top with flattering print pattern.
807,30807,40807,Digger Top (Female),Informal fatigue type top suitable for mining.
808,30808,40808,Casual Fridays Top (Female),Three tone casual fatigue top for company staff.
809,30809,40809,Travel Top (Female),Attractive two-tone casual top for company staff.
810,30810,40810,Civilian Unlimited Secret Blouse (Female),A stylish blouse designed by the famous Marquis de Auralius.
811,30811,40811,Peace Keeper Jacket (Female),Two tone patrol jacket for female employees.
812,30812,40812,Blue Knight Jacket (Female),Two tone formal jacket for female employees.
813,30813,40813,Cadet Jacket (Female),Fatigue type jacket for the enlisted.
814,30814,40814,Parade Jacket (Female),Standard female jacket for the enlisted.
815,30815,40815,Harmony Jacket (Female),Casual day blouse jacket.
816,30816,40816,Celestial Jacket (Female),Formal blouse jacket.
817,30817,40817,Jackal Jacket (Female),Casual black with red striped accents day jacket.
818,30818,40818,Muscle Jacket (Female),Casual day jacket which is attractive and functional for females.
819,30819,40819,Fury Jacket(Female),Formal female jacket with red accents on the collar flap and cuffs.
820,30820,40820,Tunnel Jacket (Female),Durable casual day jacket for female staff.
821,30821,40821,Scrubber Jacket (Female),Durable and stylish two tone jacket for female staff.
822,30822,40822,Luna Jacket (Female),Smart looking formal jacket with flared cuffs for female employees.
823,30823,40823,Gray Defense Jacket (Female),'The world’s brave defenders are always at the ready.
824,30824,40824,Gray Assault Jacket (Female),For those not afraid to act in aggression to defend their assets.
825,30825,40825,Neon Defense Jacket (Female),The world’s brave defenders are always at the ready.
826,30826,40826,Neon Assault Jacket (Female),For those not afraid to act in aggression to defend their assets.
827,30827,40827,Blue Defense Jacket (Female),For those charged with the defense of all Dominion citizens.
828,30828,40828,Army Green Defense Jacket (Female),For those charged with the defense of all Dominion worlds and assets.
829,30829,40829,Protesters Jacket (Female),The protests of the moment are legendary.
830,30830,40830,Anarchy Jacket (Female),Anarchy is an art form.
831,30831,40831,Assassin Jacket (Female),The assassin is cold and cunning.
832,30832,40832,Gray Mining Jacket (Female),Miners must always be well protected from the elements.
833,30833,40833,Neon Mining Jacket (Female),Miners must always be well protected from the elements.
834,30834,40834,Civilian Aerodynamic Deluxe Shirt (Female),"A supposed aerodynamic shirt, no evidence backs this up however."
835,30835,40835,Civilian PermaLast Primary Jacket (Female),This Jacket codenamed 'Primary' was the first type of Jacket sold to women by PermaLast.
836,30836,40836,Civilian Gun Metal Jacket (Female),"Meant to challenge a male dominant clothing market, this is a jacket for the strong and independent woman."
837,30837,40837,Civilian Oriental Designs Jacket (Female),A beautifully designed jacket from Oriental Designs.
838,30838,40838,Civilian Running Jacket (Female),Special designed material from Vortex Inc. that keeps you cool in the hottest of places.
839,30839,40839,,
840,30840,40840,,
841,30841,40841,,
842,30842,40842,,
843,30843,40843,,
844,30844,40844,,
845,30845,40845,,
846,30846,40846,,
847,30847,40847,,
848,30848,40848,,
849,30849,40849,,
850,30850,40850,,
851,30851,40851,Blue Patrol Trenchcoat (Female),Patrols are long and hard. One must be ready for anything.
852,30852,40852,Army Green Patrol Trenchcoat (Female),One must always be ready to fight at a moment's notice.
853,30853,40853,Chaos Trenchcoat (Female),For those that can turn peace into chaos in the blink of an eye.
854,30854,40854,Anarchy Trenchcoat (Female),The art of anarchy is well known.
855,30855,40855,Assassin Trenchcoat (Female),"War is the statesman's game, the priest's delight, the lawyer's jest, the hired assassin's trade."
856,30856,40856,Gray Defense Trenchcoat (Female),The brave defenders of the world are always ready.
857,30857,40857,Gray Mining Trenchcoat (Female),Miners must be willing to delve deep within the many worlds.
858,30858,40858,Production Trenchcoat (Female),For those that have turned refining into an art form worthy of any museum.
859,30859,40859,Neon Mining Trenchcoat (Female),Miners must be willing to delve deep within the many worlds.
860,30860,40860,Protector Trenchcoat (Female),For those that are the protectors of the Dominion citizens.
861,30861,40861,Assault Trenchcoat (Female),For those that are the defenders of the peace.
862,30862,40862,Phoenix Trenchcoat (Female),May the wearer of this coat remember the Phoenix.
863,30863,40863,Dark Trench (Female),Not just the Brothers exist in the darkness.
864,30864,40864,Widow Trenchcoat (Female),For those that are as ravenous as the black widow.
865,30865,40865,Discovery Trenchcoat (Female),For those companies that boast some of the best and bravest explorers in the universe.
866,30866,40866,Neon Defense Trenchcoat (Female),This trench coat allows for the necessary movement of combat as well as the utility of a trenchcoat.
867,30867,40867,Civilian Hellstorm Trenchcoat (Female),"Created by one of the most famous clothing designers in Global Dominion history, this is a top of the line trench coat meant to make you truly stand out."
868,30868,40868,Civilian Aurelian Designer Trenchcoat (Female),The creator's name of the concept for this coat was lost centuries ago.
869,30869,40869,,
870,30870,40870,,
871,30871,40871,Protector Robe (Female),For those that have long seen themselves as the protectors of the innocent.
872,30872,40872,Light Veteran Robe (Female),The path of the peace maker is not an easy one.
873,30873,40873,Stylized Robe (Female),Employees can enjoy the latest style designed into this robe
874,30874,40874,Dark Veteran Robe (Female),"This robe was once given to only the most Veteran of the dark groups, now it has found use among the ranks."
875,30875,40875,Gold Robe (Female),Working as a miner has its benefits.
876,30876,40876,Gray Robe (Female),Companies should take pride in its employees.
877,30877,40877,,
878,30878,40878,,
879,30879,40879,,
880,30880,40880,,
881,30881,40881,Patrol Skirt (Female),This skirt was designed with the style conscious officer in mind.
882,30882,40882,Defense Skirt (Female),This skirt is a favorite among female agency workers.
883,30883,40883,Soldier Skirt (Female),A new line of skirts designed with the latest generation in mind.
884,30884,40884,Defender Skirt (Female),Who says defense can't be beautiful?
885,30885,40885,Light Skirt (Female),The Light Skirt is now a mainstay of the modern day peace makers.
886,30886,40886,Shadow Skirt (Female),The women of the clans are every bit as tough as their male counterparts.
887,30887,40887,Dark Skirt (Female),This skirt memorializes the sacrifices the clans have given.
888,30888,40888,Assassin Skirt (Female),Death is beautiful while wearing this skirt.
889,30889,40889,Contract Skirt (Female),This skirt has been used for years by the women of the clans.
890,30890,40890,Gold Skirt (Female),The female miners are always some of the best dressed.
891,30891,40891,Gray Skirt (Female),Companies should take pride in its employees.
892,30892,40892,Neon Skirt (Female),"Due to overwhelming demand, this skirt was mass produced for female employees."
893,30893,40893,Civilian Casual Miniskirt (Female),Perfect for everyday use.
894,30894,40894,Civilian Woven Design Miniskirt (Female),A perfect option for those special occasions.
895,30895,40895,Civilian Dark Abyss Skirt (Female),A very stylish skirt worn by only the best and brightest.
896,30896,40896,Civilian Plaid Skirt (Female),"A great plaid skirt, great for use anytime."
897,30897,40897,,
898,30898,40898,,
899,30899,40899,,
900,30900,40900,,
901,30901,40901,Patrolman Trousers (Female),Any agency worker will tell you comfort is great appreciated during their long patrols.
902,30902,40902,Blue Defender Trousers (Female),The defense of the Global Dominion and the safety of its citizens is paramount.
903,30903,40903,Defense Trousers (Female),Armies are often called to defend a company’s assets and these trousers offer the mobility for the soldier to adapt to any situation.
904,30904,40904,Assault Trousers (Female),"For those groups that often carry out strategic strikes against their enemies, and these trousers are just as tough as the soldier wearing them."
905,30905,40905,Protester Trousers (Female),For those that gain respect through protest.
906,30906,40906,Light Defender Trousers (Female),"The peacemakers are sometimes forced into armed conflict, these trousers are designed with that in mind."
907,30907,40907,Shadow Trousers (Female),"For those that exist in the shadow, the skirt reflects this."
908,30908,40908,Assassin Trousers (Female),The assassins of clans are some of the best in the universe.
909,30909,40909,Assault Trousers (Female),The assassin is a master of both offense and defense and their clothing reflects this.
910,30910,40910,Miner Trousers (Female),The deep mines require only the finest leg protection.
